#  time  position  equilibrium_position  force_constant(kJ mol^-1 distance^-2)
      6878      3.87774             3.9                         500
      6898      3.96092             3.9                         500
      6918      3.91935             3.9                         500
      6938      4.12921             3.9                         500
      6958      3.81935             3.9                         500
      6978      4.02765             3.9                         500
      6998      3.89522             3.9                         500
      7018      3.93406             3.9                         500
      7038      3.83962             3.9                         500
      7058      3.98972             3.9                         500
      7078      3.88282             3.9                         500
      7098      3.85347             3.9                         500
      7118      3.84669             3.9                         500
      7138      3.88041             3.9                         500
      7158      3.84304             3.9                         500
      7178      3.92229             3.9                         500
      7198      3.84204             3.9                         500
      7218      3.90643             3.9                         500
      7238      3.97992             3.9                         500
      7258       3.7948             3.9                         500
      7278      3.86431             3.9                         500
      7298      3.81939             3.9                         500
      7318       3.8823             3.9                         500
      7338      3.82649             3.9                         500
      7358      4.04507             3.9                         500
      7378      3.91506             3.9                         500
      7398      3.98214             3.9                         500
      7418      4.04228             3.9                         500
      7438      3.91104             3.9                         500
      7458      3.90058             3.9                         500
      7478      3.97055             3.9                         500
      7498      3.87422             3.9                         500
      7518      3.91046             3.9                         500
      7538      3.97196             3.9                         500
      7558      3.89818             3.9                         500
      7578      3.97965             3.9                         500
      7598      3.93066             3.9                         500
      7618       4.0005             3.9                         500
      7638      3.86906             3.9                         500
      7658      3.98669             3.9                         500
      7678      3.94342             3.9                         500
      7698      3.95583             3.9                         500
      7718      3.90834             3.9                         500
      7738      3.94604             3.9                         500
      7758      3.91105             3.9                         500
      7778      3.92302             3.9                         500
      7798      3.91882             3.9                         500
      7818      3.87063             3.9                         500
      7838      3.89379             3.9                         500
      7858       3.9481             3.9                         500
      7878      3.89566             3.9                         500
      7898      3.87703             3.9                         500
      7918      3.80407             3.9                         500
      7938      3.87847             3.9                         500
      7958      3.85586             3.9                         500
      7978      3.98841             3.9                         500
      7998      4.01868             3.9                         500
      8018       3.9177             3.9                         500
      8038      3.88005             3.9                         500
      8058      3.92836             3.9                         500
      8078      3.91164             3.9                         500
      8098      3.95642             3.9                         500
      8118       3.8334             3.9                         500
      8138      3.93822             3.9                         500
      8158      4.05894             3.9                         500
      8178      3.83038             3.9                         500
      8198      3.87774             3.9                         500
      8218      3.84042             3.9                         500
      8238      3.94679             3.9                         500
      8258      3.93962             3.9                         500
      8278       3.8925             3.9                         500
      8298      3.96319             3.9                         500
      8318      3.87829             3.9                         500
      8338      3.87613             3.9                         500
      8358      3.90469             3.9                         500
      8378      3.79649             3.9                         500
      8398      3.99772             3.9                         500
      8418      4.01825             3.9                         500
      8438      3.88405             3.9                         500
      8458      3.94805             3.9                         500
      8478      3.85611             3.9                         500
      8498      3.89885             3.9                         500
      8518      4.01531             3.9                         500
      8538      3.94996             3.9                         500
      8558      3.81293             3.9                         500
      8578       3.9067             3.9                         500
      8598      3.88174             3.9                         500
      8618      3.83383             3.9                         500
      8638      3.86598             3.9                         500
      8658      3.88499             3.9                         500
      8678      3.79748             3.9                         500
      8698      3.81102             3.9                         500
      8718      4.00861             3.9                         500
      8738      3.82298             3.9                         500
      8758      3.96705             3.9                         500
      8778      3.81879             3.9                         500
      8798      3.83765             3.9                         500
      8818      3.84277             3.9                         500
      8838      3.87652             3.9                         500
      8858      3.90109             3.9                         500
      8878      3.92644             3.9                         500
      8898       3.9084             3.9                         500
      8918       3.8509             3.9                         500
      8938      3.88928             3.9                         500
      8958      3.92996             3.9                         500
      8978      3.91342             3.9                         500
      8998      3.92791             3.9                         500
      9018      3.83383             3.9                         500
      9038      3.98285             3.9                         500
      9058      3.83987             3.9                         500
      9078      3.92931             3.9                         500
      9098      3.91821             3.9                         500
      9118      4.05018             3.9                         500
      9138       3.8926             3.9                         500
      9158      3.92184             3.9                         500
      9178      3.91752             3.9                         500
      9198      3.91842             3.9                         500
      9218      3.91395             3.9                         500
      9238      3.86752             3.9                         500
      9258      3.89143             3.9                         500
      9278      3.98196             3.9                         500
      9298      3.86021             3.9                         500
      9318      3.95772             3.9                         500
      9338      3.93856             3.9                         500
      9358      3.95339             3.9                         500
      9378      3.89403             3.9                         500
      9398      3.88668             3.9                         500
      9418      3.78453             3.9                         500
      9438      3.97427             3.9                         500
      9458      3.74193             3.9                         500
      9478      3.84831             3.9                         500
      9498      4.03907             3.9                         500
      9518      3.86663             3.9                         500
      9538      3.81341             3.9                         500
      9558      3.80885             3.9                         500
      9578      3.80585             3.9                         500
      9598      3.98824             3.9                         500
      9618      3.95744             3.9                         500
      9638        4.016             3.9                         500
      9658      3.88932             3.9                         500
      9678       3.9147             3.9                         500
      9698      4.00649             3.9                         500
      9718      3.94938             3.9                         500
      9738       3.7557             3.9                         500
      9758      3.86537             3.9                         500
      9778      3.91228             3.9                         500
      9798      3.84465             3.9                         500
      9818      3.85042             3.9                         500
      9838      3.85625             3.9                         500
      9858       3.9172             3.9                         500
      9878      3.88599             3.9                         500
      9898      3.99524             3.9                         500
      9918      3.88023             3.9                         500
      9938      3.78492             3.9                         500
      9958       3.8441             3.9                         500
      9978      3.76602             3.9                         500
      9998      3.89155             3.9                         500
     10018      3.89588             3.9                         500
     10038      3.96599             3.9                         500
     10058      3.85698             3.9                         500
     10078      3.85367             3.9                         500
     10098      3.97175             3.9                         500
     10118      3.88995             3.9                         500
     10138      3.86524             3.9                         500
     10158      3.84306             3.9                         500
     10178      3.84578             3.9                         500
     10198      3.89863             3.9                         500
     10218      3.84419             3.9                         500
     10238      4.04275             3.9                         500
     10258      3.99071             3.9                         500
     10278      3.91858             3.9                         500
     10298      3.91316             3.9                         500
     10318       3.7716             3.9                         500
     10338      3.85423             3.9                         500
     10358      3.90928             3.9                         500
     10378      3.84019             3.9                         500
     10398      3.81854             3.9                         500
     10418      3.79029             3.9                         500
     10438      3.89446             3.9                         500
     10458      3.87804             3.9                         500
     10478      3.86202             3.9                         500
     10498      3.91542             3.9                         500
     10518      3.81047             3.9                         500
     10538      3.88308             3.9                         500
     10558      3.93351             3.9                         500
     10578      3.94803             3.9                         500
     10598      3.73794             3.9                         500
     10618      3.96214             3.9                         500
     10638      3.91692             3.9                         500
     10658      3.94791             3.9                         500
     10678      3.77257             3.9                         500
     10698      3.88818             3.9                         500
     10718      3.82123             3.9                         500
     10738      3.85061             3.9                         500
     10758      3.84844             3.9                         500
     10778       3.8423             3.9                         500
     10798      3.97859             3.9                         500
     10818      3.78303             3.9                         500
     10838      3.85357             3.9                         500
     10858      3.94909             3.9                         500
     10878      3.90176             3.9                         500
     10898      3.95962             3.9                         500
     10918      3.82449             3.9                         500
     10938      3.95627             3.9                         500
     10958      3.83468             3.9                         500
     10978      3.89119             3.9                         500
     10998      3.89301             3.9                         500
     11018      3.96085             3.9                         500
     11038      3.95229             3.9                         500
     11058      3.85186             3.9                         500
     11078      3.87012             3.9                         500
     11098      3.85959             3.9                         500
     11118      3.81144             3.9                         500
     11138      3.90535             3.9                         500
     11158      3.88239             3.9                         500
     11178      3.97927             3.9                         500
     11198      3.82048             3.9                         500
     11218       3.7157             3.9                         500
     11238      3.98894             3.9                         500
     11258      4.03716             3.9                         500
     11278       3.8469             3.9                         500
     11298       4.0044             3.9                         500
     11318      3.83818             3.9                         500
     11338      3.92922             3.9                         500
     11358      3.91713             3.9                         500
     11378      3.90138             3.9                         500
     11398      3.93982             3.9                         500
     11418      3.84234             3.9                         500
     11438      3.81103             3.9                         500
     11458      3.92582             3.9                         500
     11478      3.85316             3.9                         500
     11498      3.80608             3.9                         500
     11518      3.89295             3.9                         500
     11538      3.90805             3.9                         500
     11558      3.97953             3.9                         500
     11578      3.93024             3.9                         500
     11598      3.82708             3.9                         500
     11618      3.77979             3.9                         500
     11638      3.84679             3.9                         500
     11658      3.82808             3.9                         500
     11678      3.90472             3.9                         500
     11698      3.84132             3.9                         500
     11718      3.91524             3.9                         500
     11738      3.77617             3.9                         500
     11758      3.93974             3.9                         500
     11778      3.96819             3.9                         500
     11798      3.82219             3.9                         500
     11818      3.96033             3.9                         500
     11838      3.76036             3.9                         500
     11858      3.83976             3.9                         500
     11878      3.92998             3.9                         500
     11898      4.04024             3.9                         500
     11918      3.95002             3.9                         500
     11938      3.86477             3.9                         500
     11958      3.96429             3.9                         500
     11978      3.98738             3.9                         500
     11998      3.94371             3.9                         500
     12018      3.84718             3.9                         500
     12038      3.84668             3.9                         500
     12058      3.89815             3.9                         500
     12078      3.95282             3.9                         500
     12098      3.98493             3.9                         500
     12118      3.89584             3.9                         500
     12138      4.07787             3.9                         500
     12158      3.77241             3.9                         500
     12178      3.93638             3.9                         500
     12198      3.95745             3.9                         500
     12218      3.97953             3.9                         500
     12238      3.83495             3.9                         500
     12258      3.84354             3.9                         500
     12278      3.99212             3.9                         500
     12298      3.97085             3.9                         500
     12318      3.87019             3.9                         500
     12338      3.96668             3.9                         500
     12358       4.0022             3.9                         500
     12378      3.90809             3.9                         500
     12398      3.96777             3.9                         500
     12418      3.88325             3.9                         500
     12438      3.91777             3.9                         500
     12458      3.79643             3.9                         500
     12478       3.8965             3.9                         500
     12498      3.98706             3.9                         500
     12518      3.96711             3.9                         500
     12538      3.81134             3.9                         500
     12558      3.93853             3.9                         500
     12578      3.97541             3.9                         500
     12598      4.01934             3.9                         500
     12618      3.79553             3.9                         500
     12638      3.85922             3.9                         500
     12658      3.81961             3.9                         500
     12678      3.90259             3.9                         500
     12698      3.92669             3.9                         500
     12718      3.74423             3.9                         500
     12738      3.78725             3.9                         500
     12758      3.90787             3.9                         500
     12778      3.84121             3.9                         500
     12798      3.88462             3.9                         500
     12818      3.86753             3.9                         500
     12838      3.86049             3.9                         500
     12858      3.98962             3.9                         500
     12878      3.89054             3.9                         500
     12898      3.86695             3.9                         500
     12918      3.91472             3.9                         500
     12938      3.87348             3.9                         500
     12958      3.93863             3.9                         500
     12978      3.92068             3.9                         500
     12998      3.91568             3.9                         500
     13018      3.89477             3.9                         500
     13038      4.07833             3.9                         500
     13058      3.95861             3.9                         500
     13078      4.01197             3.9                         500
     13098      3.82162             3.9                         500
     13118      3.82106             3.9                         500
     13138       3.9363             3.9                         500
     13158      4.07486             3.9                         500
     13178      3.92502             3.9                         500
     13198      3.86818             3.9                         500
     13218      3.84805             3.9                         500
     13238      3.83368             3.9                         500
     13258      3.95169             3.9                         500
     13278       3.9526             3.9                         500
     13298      3.82614             3.9                         500
     13318      3.82398             3.9                         500
     13338      3.93736             3.9                         500
     13358      3.85499             3.9                         500
     13378      3.95579             3.9                         500
     13398      3.85341             3.9                         500
     13418      3.91231             3.9                         500
     13438      3.85986             3.9                         500
     13458      3.98665             3.9                         500
     13478      3.96173             3.9                         500
     13498      3.97507             3.9                         500
     13518      3.91701             3.9                         500
     13538      3.91872             3.9                         500
     13558      3.98715             3.9                         500
     13578      3.85567             3.9                         500
     13598      3.82076             3.9                         500
     13618      3.81975             3.9                         500
     13638      3.87544             3.9                         500
     13658       3.9911             3.9                         500
     13678      3.96026             3.9                         500
     13698      3.85793             3.9                         500
     13718      3.87908             3.9                         500
     13738      4.04505             3.9                         500
     13758      3.90559             3.9                         500
     13778       3.8655             3.9                         500
     13798      4.00077             3.9                         500
     13818      3.92366             3.9                         500
     13838      3.81575             3.9                         500
     13858        3.779             3.9                         500
     13878      3.91573             3.9                         500
     13898      3.88126             3.9                         500
     13918      3.92423             3.9                         500
     13938       3.9009             3.9                         500
     13958      3.88339             3.9                         500
     13978      3.85863             3.9                         500
     13998      3.97238             3.9                         500
     14018      3.91443             3.9                         500
     14038      3.78141             3.9                         500
     14058      3.89869             3.9                         500
     14078       3.9603             3.9                         500
     14098      3.93463             3.9                         500
     14118       3.9296             3.9                         500
     14138      4.00591             3.9                         500
     14158      4.01687             3.9                         500
     14178      4.00198             3.9                         500
     14198      3.92275             3.9                         500
     14218      3.86167             3.9                         500
     14238      3.90324             3.9                         500
     14258      3.92362             3.9                         500
     14278      3.93009             3.9                         500
     14298      3.91403             3.9                         500
     14318      3.88956             3.9                         500
     14338      3.97913             3.9                         500
     14358      3.82362             3.9                         500
     14378      3.92728             3.9                         500
     14398      3.93099             3.9                         500
     14418      3.86157             3.9                         500
     14438      3.95817             3.9                         500
     14458      3.92583             3.9                         500
     14478      3.91861             3.9                         500
     14498      3.79946             3.9                         500
     14518      3.74447             3.9                         500
     14538       3.8144             3.9                         500
     14558      3.91628             3.9                         500
     14578      3.89971             3.9                         500
     14598      3.73996             3.9                         500
     14618      3.85723             3.9                         500
     14638      3.93279             3.9                         500
     14658      3.84291             3.9                         500
     14678      3.82493             3.9                         500
     14698      3.97181             3.9                         500
     14718       3.9976             3.9                         500
     14738      3.86167             3.9                         500
     14758      3.91998             3.9                         500
     14778      3.96284             3.9                         500
     14798      3.95375             3.9                         500
     14818      4.01773             3.9                         500
     14838      3.86985             3.9                         500
     14858      3.88161             3.9                         500
     14878      3.92291             3.9                         500
     14898      3.97142             3.9                         500
     14918      4.00426             3.9                         500
     14938      3.83678             3.9                         500
     14958      3.90894             3.9                         500
     14978      3.78258             3.9                         500
     14998      3.88889             3.9                         500
     15018      3.89375             3.9                         500
     15038      3.82425             3.9                         500
     15058      4.03293             3.9                         500
     15078      3.84129             3.9                         500
     15098      3.84402             3.9                         500
     15118      3.92239             3.9                         500
     15138      3.85094             3.9                         500
     15158       3.9697             3.9                         500
     15178      3.97693             3.9                         500
     15198      3.95915             3.9                         500
     15218      3.85285             3.9                         500
     15238      3.93233             3.9                         500
     15258      4.01453             3.9                         500
     15278      3.91358             3.9                         500
     15298      3.99896             3.9                         500
     15318      3.82926             3.9                         500
     15338      3.91401             3.9                         500
     15358      3.95664             3.9                         500
     15378      3.95772             3.9                         500
     15398      3.97179             3.9                         500
     15418      3.86836             3.9                         500
     15438      3.96158             3.9                         500
     15458      3.81654             3.9                         500
     15478      3.83608             3.9                         500
     15498       3.8286             3.9                         500
     15518      4.01631             3.9                         500
     15538      3.92576             3.9                         500
     15558      3.92313             3.9                         500
     15578      3.83507             3.9                         500
     15598      3.74026             3.9                         500
     15618      3.91909             3.9                         500
     15638      3.86476             3.9                         500
     15658      3.96505             3.9                         500
     15678      3.86637             3.9                         500
     15698      3.95028             3.9                         500
     15718      4.02922             3.9                         500
     15738      3.91749             3.9                         500
     15758      3.87689             3.9                         500
     15778      3.89738             3.9                         500
     15798      3.87337             3.9                         500
     15818      3.83869             3.9                         500
     15838      3.89926             3.9                         500
     15858      3.97862             3.9                         500
     15878       3.8751             3.9                         500
     15898      3.90098             3.9                         500
     15918      3.75056             3.9                         500
     15938      3.85822             3.9                         500
     15958      3.87892             3.9                         500
     15978      3.77009             3.9                         500
     15998      3.91713             3.9                         500
     16018      3.89208             3.9                         500
     16038      3.91765             3.9                         500
     16058      3.87843             3.9                         500
     16078      3.81098             3.9                         500
     16098      3.98561             3.9                         500
     16118      3.95615             3.9                         500
     16138      3.91582             3.9                         500
     16158      3.92844             3.9                         500
     16178      3.80741             3.9                         500
     16198      4.02334             3.9                         500
     16218      3.95704             3.9                         500
     16238      3.73628             3.9                         500
     16258      3.89377             3.9                         500
     16278      3.92296             3.9                         500
     16298      3.90171             3.9                         500
     16318      3.78107             3.9                         500
     16338      3.93212             3.9                         500
     16358      3.90879             3.9                         500
     16378      3.84319             3.9                         500
     16398      3.98055             3.9                         500
     16418      3.87309             3.9                         500
     16438      3.99514             3.9                         500
     16458      3.76069             3.9                         500
     16478      3.75265             3.9                         500
     16498      3.96204             3.9                         500
     16518      3.91457             3.9                         500
     16538      3.82515             3.9                         500
     16558      3.79854             3.9                         500
     16578      3.95019             3.9                         500
     16598      3.73663             3.9                         500
     16618      3.87299             3.9                         500
     16638      3.89398             3.9                         500
     16658      3.89366             3.9                         500
     16678      3.88397             3.9                         500
     16698      3.91122             3.9                         500
     16718      3.94125             3.9                         500
     16738      3.96721             3.9                         500
     16758      3.80523             3.9                         500
     16778      3.93307             3.9                         500
     16798      3.93338             3.9                         500
     16818      3.85784             3.9                         500
     16838      3.96153             3.9                         500
     16858      3.99372             3.9                         500
     16878      3.96157             3.9                         500
     16898      3.97742             3.9                         500
     16918      3.81713             3.9                         500
     16938       3.9085             3.9                         500
     16958      3.94384             3.9                         500
     16978      3.88301             3.9                         500
     16998      3.91966             3.9                         500
     17018       3.9767             3.9                         500
     17038      3.90033             3.9                         500
     17058      3.98535             3.9                         500
     17078      3.93203             3.9                         500
     17098      3.98433             3.9                         500
     17118      3.74357             3.9                         500
     17138      4.03837             3.9                         500
     17158      3.88197             3.9                         500
     17178      3.96149             3.9                         500
     17198      4.07803             3.9                         500
     17218      3.92537             3.9                         500
     17238      3.89805             3.9                         500
     17258       3.9726             3.9                         500
     17278      3.97788             3.9                         500
     17298      3.86807             3.9                         500
     17318      3.94211             3.9                         500
     17338       3.8943             3.9                         500
     17358      3.98934             3.9                         500
     17378      3.92999             3.9                         500
     17398      3.99849             3.9                         500
     17418      3.92258             3.9                         500
     17438       3.8934             3.9                         500
     17458      3.84773             3.9                         500
     17478      3.88269             3.9                         500
     17498       3.8481             3.9                         500
     17518      4.00655             3.9                         500
     17538      3.95652             3.9                         500
     17558      3.94219             3.9                         500
     17578      3.98383             3.9                         500
     17598      3.78072             3.9                         500
     17618      3.97339             3.9                         500
     17638      3.84258             3.9                         500
     17658      3.93126             3.9                         500
     17678       3.9053             3.9                         500
     17698      3.85878             3.9                         500
     17718      3.99051             3.9                         500
     17738      3.91199             3.9                         500
     17758      3.77529             3.9                         500
     17778      3.94445             3.9                         500
     17798      3.92781             3.9                         500
     17818      3.91906             3.9                         500
     17838      3.94025             3.9                         500
     17858      3.78379             3.9                         500
     17878       3.8312             3.9                         500
     17898      3.86219             3.9                         500
     17918      3.93665             3.9                         500
     17938      3.85591             3.9                         500
     17958      4.03286             3.9                         500
     17978      3.93761             3.9                         500
     17998      3.85185             3.9                         500
     18018       3.7111             3.9                         500
     18038      3.97657             3.9                         500
     18058      3.90177             3.9                         500
     18078      3.81133             3.9                         500
     18098      3.88475             3.9                         500
     18118      3.88957             3.9                         500
     18138      3.86397             3.9                         500
     18158      3.87438             3.9                         500
     18178      3.94009             3.9                         500
     18198      3.83213             3.9                         500
     18218      4.05866             3.9                         500
     18238      3.90124             3.9                         500
     18258      3.85139             3.9                         500
     18278      3.97624             3.9                         500
     18298      3.90976             3.9                         500
     18318      3.83631             3.9                         500
     18338      3.87216             3.9                         500
     18358      3.89945             3.9                         500
     18378      3.96755             3.9                         500
     18398       3.8437             3.9                         500
     18418      4.03884             3.9                         500
     18438      4.04635             3.9                         500
     18458      3.88097             3.9                         500
     18478      3.92375             3.9                         500
     18498       3.9725             3.9                         500
     18518      3.85747             3.9                         500
     18538      4.01979             3.9                         500
     18558      4.01552             3.9                         500
     18578      3.81765             3.9                         500
     18598      4.00851             3.9                         500
     18618      3.89002             3.9                         500
     18638      3.93229             3.9                         500
     18658      3.78371             3.9                         500
     18678      3.92292             3.9                         500
     18698      3.81095             3.9                         500
     18718      3.89277             3.9                         500
     18738      3.86742             3.9                         500
     18758      4.00872             3.9                         500
     18778      3.95264             3.9                         500
     18798      4.01702             3.9                         500
     18818       4.0582             3.9                         500
     18838      3.87129             3.9                         500
     18858      4.01138             3.9                         500
     18878      3.89759             3.9                         500
     18898      3.86795             3.9                         500
     18918      3.90966             3.9                         500
     18938      4.02322             3.9                         500
     18958      3.89054             3.9                         500
     18978      3.94731             3.9                         500
     18998      3.86561             3.9                         500
     19018      3.99695             3.9                         500
     19038      3.89282             3.9                         500
     19058      3.90489             3.9                         500
     19078       3.8848             3.9                         500
     19098      3.88534             3.9                         500
     19118      3.93079             3.9                         500
     19138      3.96156             3.9                         500
     19158      3.95561             3.9                         500
     19178      3.96968             3.9                         500
     19198      3.91638             3.9                         500
     19218      3.88407             3.9                         500
     19238      3.90999             3.9                         500
     19258      3.91179             3.9                         500
     19278      3.87381             3.9                         500
     19298      3.95898             3.9                         500
     19318      3.82947             3.9                         500
     19338      3.84523             3.9                         500
     19358      3.80461             3.9                         500
     19378      3.93206             3.9                         500
     19398      3.99005             3.9                         500
     19418      3.90574             3.9                         500
     19438      3.89635             3.9                         500
     19458        3.934             3.9                         500
     19478      3.86875             3.9                         500
     19498      3.95415             3.9                         500
     19518      3.95079             3.9                         500
     19538      3.73401             3.9                         500
     19558      3.82175             3.9                         500
     19578      3.92062             3.9                         500
     19598      3.83326             3.9                         500
     19618      3.83917             3.9                         500
     19638      3.88292             3.9                         500
     19658      3.93333             3.9                         500
     19678      3.90524             3.9                         500
     19698      3.87494             3.9                         500
     19718       3.8597             3.9                         500
     19738        3.995             3.9                         500
     19758      3.81635             3.9                         500
     19778      3.89536             3.9                         500
     19798       3.8578             3.9                         500
     19818      3.87021             3.9                         500
     19838      4.02705             3.9                         500
     19858      4.09781             3.9                         500
     19878      3.97265             3.9                         500
     19898      3.80835             3.9                         500
     19918      3.84667             3.9                         500
     19938      3.89925             3.9                         500
     19958      3.99496             3.9                         500
     19978      3.90702             3.9                         500
     19998       3.9452             3.9                         500
     20018      3.86197             3.9                         500
     20038       3.9896             3.9                         500
     20058      3.82656             3.9                         500
     20078      3.86669             3.9                         500
     20098      3.88985             3.9                         500
