#  time  position  equilibrium_position  force_constant(kJ mol^-1 distance^-2)
     15898      2.74117             2.7                         500
     15918      2.71167             2.7                         500
     15938      2.77256             2.7                         500
     15958      2.77556             2.7                         500
     15978      2.78867             2.7                         500
     15998      2.64601             2.7                         500
     16018      2.58639             2.7                         500
     16038      2.71463             2.7                         500
     16058        2.763             2.7                         500
     16078      2.58743             2.7                         500
     16098      2.69622             2.7                         500
     16118      2.61834             2.7                         500
     16138      2.70533             2.7                         500
     16158      2.70367             2.7                         500
     16178      2.71946             2.7                         500
     16198      2.62518             2.7                         500
     16218      2.73079             2.7                         500
     16238      2.72536             2.7                         500
     16258      2.58719             2.7                         500
     16278      2.69528             2.7                         500
     16298      2.66382             2.7                         500
     16318      2.75375             2.7                         500
     16338      2.62333             2.7                         500
     16358      2.80901             2.7                         500
     16378      2.72953             2.7                         500
     16398      2.66969             2.7                         500
     16418      2.66182             2.7                         500
     16438      2.82513             2.7                         500
     16458       2.7115             2.7                         500
     16478      2.64284             2.7                         500
     16498      2.67289             2.7                         500
     16518      2.66485             2.7                         500
     16538      2.82895             2.7                         500
     16558      2.68084             2.7                         500
     16578      2.70313             2.7                         500
     16598      2.72767             2.7                         500
     16618      2.57758             2.7                         500
     16638      2.64113             2.7                         500
     16658      2.64761             2.7                         500
     16678      2.68102             2.7                         500
     16698      2.68016             2.7                         500
     16718      2.66992             2.7                         500
     16738      2.72775             2.7                         500
     16758      2.80203             2.7                         500
     16778      2.56842             2.7                         500
     16798      2.64991             2.7                         500
     16818       2.7592             2.7                         500
     16838      2.71063             2.7                         500
     16858      2.67443             2.7                         500
     16878      2.73141             2.7                         500
     16898       2.7214             2.7                         500
     16918      2.68723             2.7                         500
     16938      2.63924             2.7                         500
     16958      2.71447             2.7                         500
     16978      2.74039             2.7                         500
     16998      2.67106             2.7                         500
     17018      2.67791             2.7                         500
     17038      2.75886             2.7                         500
     17058      2.62677             2.7                         500
     17078      2.67805             2.7                         500
     17098      2.74373             2.7                         500
     17118      2.75159             2.7                         500
     17138      2.68266             2.7                         500
     17158      2.57663             2.7                         500
     17178      2.74108             2.7                         500
     17198      2.73873             2.7                         500
     17218      2.72687             2.7                         500
     17238      2.62448             2.7                         500
     17258      2.67291             2.7                         500
     17278      2.75752             2.7                         500
     17298      2.83583             2.7                         500
     17318       2.8204             2.7                         500
     17338      2.69624             2.7                         500
     17358      2.68536             2.7                         500
     17378      2.74795             2.7                         500
     17398      2.71443             2.7                         500
     17418      2.68675             2.7                         500
     17438      2.71547             2.7                         500
     17458      2.55464             2.7                         500
     17478      2.63901             2.7                         500
     17498      2.64408             2.7                         500
     17518       2.7235             2.7                         500
     17538      2.81174             2.7                         500
     17558      2.74441             2.7                         500
     17578      2.69489             2.7                         500
     17598      2.79744             2.7                         500
     17618       2.7889             2.7                         500
     17638      2.77365             2.7                         500
     17658      2.78675             2.7                         500
     17678      2.66646             2.7                         500
     17698      2.73651             2.7                         500
     17718       2.7639             2.7                         500
     17738      2.73897             2.7                         500
     17758       2.6748             2.7                         500
     17778      2.68279             2.7                         500
     17798      2.68981             2.7                         500
     17818       2.6862             2.7                         500
     17838       2.8599             2.7                         500
     17858      2.71419             2.7                         500
     17878      2.75798             2.7                         500
     17898      2.80468             2.7                         500
     17918       2.7835             2.7                         500
     17938      2.70223             2.7                         500
     17958      2.77591             2.7                         500
     17978      2.58953             2.7                         500
     17998       2.6201             2.7                         500
     18018      2.53994             2.7                         500
     18038      2.76045             2.7                         500
     18058       2.6909             2.7                         500
     18078      2.72431             2.7                         500
     18098       2.8026             2.7                         500
     18118      2.64948             2.7                         500
     18138      2.75987             2.7                         500
     18158      2.79599             2.7                         500
     18178      2.70461             2.7                         500
     18198       2.7148             2.7                         500
     18218      2.71695             2.7                         500
     18238      2.69939             2.7                         500
     18258      2.81729             2.7                         500
     18278      2.64325             2.7                         500
     18298      2.74407             2.7                         500
     18318      2.68779             2.7                         500
     18338      2.62722             2.7                         500
     18358        2.804             2.7                         500
     18378      2.66392             2.7                         500
     18398       2.7373             2.7                         500
     18418      2.69549             2.7                         500
     18438      2.72998             2.7                         500
     18458      2.73292             2.7                         500
     18478      2.64448             2.7                         500
     18498      2.66542             2.7                         500
     18518      2.77853             2.7                         500
     18538       2.8338             2.7                         500
     18558      2.65037             2.7                         500
     18578      2.77815             2.7                         500
     18598      2.69302             2.7                         500
     18618      2.60371             2.7                         500
     18638      2.66332             2.7                         500
     18658      2.68766             2.7                         500
     18678      2.71773             2.7                         500
     18698      2.76707             2.7                         500
     18718      2.60808             2.7                         500
     18738      2.70801             2.7                         500
     18758      2.64959             2.7                         500
     18778      2.64471             2.7                         500
     18798      2.78674             2.7                         500
     18818      2.74549             2.7                         500
     18838      2.71906             2.7                         500
     18858      2.78488             2.7                         500
     18878      2.65054             2.7                         500
     18898        2.753             2.7                         500
     18918      2.74638             2.7                         500
     18938      2.64968             2.7                         500
     18958      2.69807             2.7                         500
     18978      2.85321             2.7                         500
     18998      2.80943             2.7                         500
     19018      2.85595             2.7                         500
     19038      2.75916             2.7                         500
     19058      2.66715             2.7                         500
     19078       2.6471             2.7                         500
     19098       2.7674             2.7                         500
     19118      2.86242             2.7                         500
     19138       2.7536             2.7                         500
     19158      2.61114             2.7                         500
     19178      2.73726             2.7                         500
     19198      2.67744             2.7                         500
     19218      2.65617             2.7                         500
     19238      2.96709             2.7                         500
     19258      2.70118             2.7                         500
     19278      2.65608             2.7                         500
     19298      2.66658             2.7                         500
     19318      2.70975             2.7                         500
     19338      2.75928             2.7                         500
     19358      2.59983             2.7                         500
     19378      2.63137             2.7                         500
     19398       2.8643             2.7                         500
     19418      2.70406             2.7                         500
     19438      2.63407             2.7                         500
     19458      2.63896             2.7                         500
     19478      2.60237             2.7                         500
     19498      2.74574             2.7                         500
     19518      2.56782             2.7                         500
     19538      2.66062             2.7                         500
     19558      2.60311             2.7                         500
     19578      2.72868             2.7                         500
     19598      2.75125             2.7                         500
     19618      2.72977             2.7                         500
     19638      2.64986             2.7                         500
     19658      2.61716             2.7                         500
     19678      2.63934             2.7                         500
     19698       2.7121             2.7                         500
     19718      2.69408             2.7                         500
     19738      2.59964             2.7                         500
     19758      2.65029             2.7                         500
     19778      2.61988             2.7                         500
     19798       2.7539             2.7                         500
     19818      2.80703             2.7                         500
     19838      2.66302             2.7                         500
     19858      2.72293             2.7                         500
     19878      2.67027             2.7                         500
     19898      2.64943             2.7                         500
     19918      2.66848             2.7                         500
     19938      2.61456             2.7                         500
     19958      2.68047             2.7                         500
     19978      2.71045             2.7                         500
     19998      2.64231             2.7                         500
     20018      2.71161             2.7                         500
     20038      2.63924             2.7                         500
     20058      2.57348             2.7                         500
     20078      2.69715             2.7                         500
     20098      2.66646             2.7                         500
     20118      2.56293             2.7                         500
     20138      2.65885             2.7                         500
     20158      2.73809             2.7                         500
     20178      2.76466             2.7                         500
     20198      2.71457             2.7                         500
     20218      2.76409             2.7                         500
     20238      2.69535             2.7                         500
     20258      2.67012             2.7                         500
     20278      2.48842             2.7                         500
     20298      2.72536             2.7                         500
     20318      2.78413             2.7                         500
     20338      2.79657             2.7                         500
     20358      2.63046             2.7                         500
     20378      2.67643             2.7                         500
     20398      2.66288             2.7                         500
     20418      2.72076             2.7                         500
     20438      2.65948             2.7                         500
     20458      2.64157             2.7                         500
     20478      2.76323             2.7                         500
     20498      2.73809             2.7                         500
     20518        2.671             2.7                         500
     20538      2.65596             2.7                         500
     20558      2.78872             2.7                         500
     20578      2.65826             2.7                         500
     20598      2.71478             2.7                         500
     20618      2.62586             2.7                         500
     20638      2.65242             2.7                         500
     20658      2.76284             2.7                         500
     20678      2.66768             2.7                         500
     20698      2.66576             2.7                         500
     20718      2.70721             2.7                         500
     20738      2.84896             2.7                         500
     20758      2.67589             2.7                         500
     20778      2.75759             2.7                         500
     20798      2.56543             2.7                         500
     20818      2.76655             2.7                         500
     20838      2.63962             2.7                         500
     20858      2.75235             2.7                         500
     20878      2.87959             2.7                         500
     20898        2.727             2.7                         500
     20918      2.73986             2.7                         500
     20938      2.63478             2.7                         500
     20958      2.68199             2.7                         500
     20978      2.75284             2.7                         500
     20998      2.81781             2.7                         500
     21018      2.81632             2.7                         500
     21038      2.69161             2.7                         500
     21058      2.69805             2.7                         500
     21078       2.6761             2.7                         500
     21098      2.77048             2.7                         500
     21118      2.82355             2.7                         500
     21138      2.67866             2.7                         500
     21158      2.78515             2.7                         500
     21178      2.80596             2.7                         500
     21198      2.63931             2.7                         500
     21218      2.73358             2.7                         500
     21238      2.62584             2.7                         500
     21258      2.67855             2.7                         500
     21278      2.64967             2.7                         500
     21298      2.67414             2.7                         500
     21318      2.77767             2.7                         500
     21338      2.68302             2.7                         500
     21358      2.63116             2.7                         500
     21378       2.6824             2.7                         500
     21398      2.70455             2.7                         500
     21418      2.64105             2.7                         500
     21438      2.55265             2.7                         500
     21458       2.7271             2.7                         500
     21478      2.69153             2.7                         500
     21498       2.7262             2.7                         500
     21518      2.69979             2.7                         500
     21538      2.71909             2.7                         500
     21558      2.67887             2.7                         500
     21578      2.67308             2.7                         500
     21598      2.75513             2.7                         500
     21618      2.79773             2.7                         500
     21638      2.73114             2.7                         500
     21658      2.70637             2.7                         500
     21678      2.75476             2.7                         500
     21698       2.7467             2.7                         500
     21718      2.66123             2.7                         500
     21738      2.84463             2.7                         500
     21758      2.75778             2.7                         500
     21778      2.67131             2.7                         500
     21798      2.78736             2.7                         500
     21818      2.67083             2.7                         500
     21838      2.70638             2.7                         500
     21858      2.75616             2.7                         500
     21878      2.80196             2.7                         500
     21898      2.60572             2.7                         500
     21918      2.59635             2.7                         500
     21938      2.63898             2.7                         500
     21958      2.65637             2.7                         500
     21978      2.64125             2.7                         500
     21998      2.60972             2.7                         500
     22018      2.68778             2.7                         500
     22038      2.76947             2.7                         500
     22058      2.64475             2.7                         500
     22078      2.74494             2.7                         500
     22098      2.71549             2.7                         500
     22118      2.64069             2.7                         500
     22138      2.78354             2.7                         500
     22158      2.72145             2.7                         500
     22178      2.76752             2.7                         500
     22198      2.62281             2.7                         500
     22218      2.71775             2.7                         500
     22238      2.68822             2.7                         500
     22258      2.68592             2.7                         500
     22278      2.72729             2.7                         500
     22298      2.77722             2.7                         500
     22318      2.63844             2.7                         500
     22338      2.78023             2.7                         500
     22358      2.64278             2.7                         500
     22378      2.66086             2.7                         500
     22398      2.78064             2.7                         500
     22418      2.60564             2.7                         500
     22438      2.66432             2.7                         500
     22458      2.65671             2.7                         500
     22478      2.61261             2.7                         500
     22498      2.67287             2.7                         500
     22518       2.7048             2.7                         500
     22538      2.71673             2.7                         500
     22558       2.8053             2.7                         500
     22578      2.74543             2.7                         500
     22598      2.75259             2.7                         500
     22618      2.74029             2.7                         500
     22638      2.64339             2.7                         500
     22658      2.68944             2.7                         500
     22678      2.74088             2.7                         500
     22698      2.64186             2.7                         500
     22718      2.66822             2.7                         500
     22738      2.70723             2.7                         500
     22758      2.66053             2.7                         500
     22778      2.86546             2.7                         500
     22798        2.874             2.7                         500
     22818      2.83527             2.7                         500
     22838      2.74011             2.7                         500
     22858      2.84211             2.7                         500
     22878      2.75689             2.7                         500
     22898      2.69226             2.7                         500
     22918      2.57441             2.7                         500
     22938      2.75509             2.7                         500
     22958      2.59301             2.7                         500
     22978      2.69502             2.7                         500
     22998      2.72965             2.7                         500
     23018      2.57655             2.7                         500
     23038      2.71397             2.7                         500
     23058      2.56224             2.7                         500
     23078      2.59162             2.7                         500
     23098      2.64605             2.7                         500
     23118      2.64425             2.7                         500
     23138      2.69071             2.7                         500
     23158      2.71021             2.7                         500
     23178      2.74424             2.7                         500
     23198       2.7332             2.7                         500
     23218      2.58258             2.7                         500
     23238      2.77075             2.7                         500
     23258      2.58544             2.7                         500
     23278      2.71086             2.7                         500
     23298      2.80409             2.7                         500
     23318      2.78083             2.7                         500
     23338      2.71175             2.7                         500
     23358      2.77918             2.7                         500
     23378      2.76607             2.7                         500
     23398      2.67443             2.7                         500
     23418      2.75504             2.7                         500
     23438      2.68576             2.7                         500
     23458      2.67292             2.7                         500
     23478      2.79315             2.7                         500
     23498      2.84471             2.7                         500
     23518      2.68253             2.7                         500
     23538      2.73742             2.7                         500
     23558      2.64988             2.7                         500
     23578      2.69057             2.7                         500
     23598      2.67733             2.7                         500
     23618      2.69077             2.7                         500
     23638      2.65713             2.7                         500
     23658      2.66408             2.7                         500
     23678       2.6584             2.7                         500
     23698      2.61973             2.7                         500
     23718      2.59149             2.7                         500
     23738      2.76947             2.7                         500
     23758      2.61865             2.7                         500
     23778       2.6863             2.7                         500
     23798      2.72603             2.7                         500
     23818      2.62217             2.7                         500
     23838      2.72863             2.7                         500
     23858      2.78751             2.7                         500
     23878      2.85293             2.7                         500
     23898      2.69944             2.7                         500
     23918      2.78043             2.7                         500
     23938      2.77104             2.7                         500
     23958      2.79233             2.7                         500
     23978      2.67014             2.7                         500
     23998      2.74319             2.7                         500
     24018      2.67599             2.7                         500
     24038      2.75545             2.7                         500
     24058      2.63906             2.7                         500
     24078      2.76634             2.7                         500
     24098      2.65253             2.7                         500
     24118      2.88401             2.7                         500
     24138      2.77941             2.7                         500
     24158        2.848             2.7                         500
     24178      2.65422             2.7                         500
     24198      2.76134             2.7                         500
     24218      2.68353             2.7                         500
     24238      2.60349             2.7                         500
     24258      2.79576             2.7                         500
     24278      2.76678             2.7                         500
     24298      2.74304             2.7                         500
     24318      2.66726             2.7                         500
     24338      2.61311             2.7                         500
     24358      2.63374             2.7                         500
     24378      2.69352             2.7                         500
     24398      2.68539             2.7                         500
     24418      2.60499             2.7                         500
     24438      2.75717             2.7                         500
     24458      2.55682             2.7                         500
     24478      2.68877             2.7                         500
     24498      2.79046             2.7                         500
     24518      2.69632             2.7                         500
     24538      2.69522             2.7                         500
     24558      2.84119             2.7                         500
     24578      2.74376             2.7                         500
     24598      2.84706             2.7                         500
     24618      2.82207             2.7                         500
     24638      2.69152             2.7                         500
     24658      2.67136             2.7                         500
     24678      2.71039             2.7                         500
     24698      2.72385             2.7                         500
     24718      2.89573             2.7                         500
     24738      2.60976             2.7                         500
     24758      2.70785             2.7                         500
     24778      2.70353             2.7                         500
     24798      2.73649             2.7                         500
     24818      2.68777             2.7                         500
     24838      2.65342             2.7                         500
     24858      2.73281             2.7                         500
     24878      2.84958             2.7                         500
     24898      2.65267             2.7                         500
     24918      2.71702             2.7                         500
     24938      2.74183             2.7                         500
     24958      2.75143             2.7                         500
     24978      2.74796             2.7                         500
     24998      2.69278             2.7                         500
     25018      2.80169             2.7                         500
     25038      2.75022             2.7                         500
     25058      2.69559             2.7                         500
     25078      2.66828             2.7                         500
     25098      2.70182             2.7                         500
     25118      2.71593             2.7                         500
     25138      2.85878             2.7                         500
     25158      2.68002             2.7                         500
     25178      2.55665             2.7                         500
     25198      2.68607             2.7                         500
     25218      2.71486             2.7                         500
     25238      2.63694             2.7                         500
     25258      2.68452             2.7                         500
     25278      2.72215             2.7                         500
     25298      2.67578             2.7                         500
     25318      2.73114             2.7                         500
     25338      2.67897             2.7                         500
     25358      2.53697             2.7                         500
     25378      2.66435             2.7                         500
     25398      2.69759             2.7                         500
     25418      2.61303             2.7                         500
     25438      2.74804             2.7                         500
     25458      2.79053             2.7                         500
     25478      2.75835             2.7                         500
     25498      2.66357             2.7                         500
     25518       2.7534             2.7                         500
     25538       2.6649             2.7                         500
     25558      2.70438             2.7                         500
     25578      2.71441             2.7                         500
     25598      2.77218             2.7                         500
     25618      2.63074             2.7                         500
     25638      2.62503             2.7                         500
     25658      2.82421             2.7                         500
     25678       2.6205             2.7                         500
     25698      2.74905             2.7                         500
     25718       2.7014             2.7                         500
     25738      2.67666             2.7                         500
     25758      2.67349             2.7                         500
     25778      2.75131             2.7                         500
     25798       2.7518             2.7                         500
     25818      2.62616             2.7                         500
     25838      2.71452             2.7                         500
     25858      2.68269             2.7                         500
     25878      2.68972             2.7                         500
     25898      2.69588             2.7                         500
     25918      2.67146             2.7                         500
     25938      2.63119             2.7                         500
     25958      2.71602             2.7                         500
     25978      2.67827             2.7                         500
     25998      2.68697             2.7                         500
     26018      2.64282             2.7                         500
     26038      2.60308             2.7                         500
     26058      2.81353             2.7                         500
     26078      2.75103             2.7                         500
     26098      2.71159             2.7                         500
     26118      2.70361             2.7                         500
     26138      2.61674             2.7                         500
     26158      2.69863             2.7                         500
     26178      2.62967             2.7                         500
     26198      2.58196             2.7                         500
     26218      2.85816             2.7                         500
     26238      2.60435             2.7                         500
     26258      2.68155             2.7                         500
     26278      2.60629             2.7                         500
     26298      2.58509             2.7                         500
     26318      2.58449             2.7                         500
     26338      2.64938             2.7                         500
     26358      2.65111             2.7                         500
     26378      2.63347             2.7                         500
     26398      2.78469             2.7                         500
     26418      2.68872             2.7                         500
     26438       2.6453             2.7                         500
     26458      2.68401             2.7                         500
     26478      2.65387             2.7                         500
     26498      2.58686             2.7                         500
     26518      2.68502             2.7                         500
     26538      2.75838             2.7                         500
     26558      2.71912             2.7                         500
     26578      2.71052             2.7                         500
     26598      2.77032             2.7                         500
     26618      2.64823             2.7                         500
     26638      2.80955             2.7                         500
     26658      2.73555             2.7                         500
     26678      2.82453             2.7                         500
     26698      2.76201             2.7                         500
     26718      2.73347             2.7                         500
     26738      2.62225             2.7                         500
     26758      2.68832             2.7                         500
     26778       2.6731             2.7                         500
     26798      2.58539             2.7                         500
     26818      2.81282             2.7                         500
     26838      2.68701             2.7                         500
     26858      2.70435             2.7                         500
     26878      2.67334             2.7                         500
     26898      2.68857             2.7                         500
     26918      2.60273             2.7                         500
     26938      2.59624             2.7                         500
     26958      2.63729             2.7                         500
     26978      2.65278             2.7                         500
     26998      2.69615             2.7                         500
     27018      2.67081             2.7                         500
     27038      2.61492             2.7                         500
     27058      2.80055             2.7                         500
     27078      2.77808             2.7                         500
     27098      2.77668             2.7                         500
     27118      2.61362             2.7                         500
     27138      2.76624             2.7                         500
     27158      2.71263             2.7                         500
     27178      2.71588             2.7                         500
     27198      2.57255             2.7                         500
     27218      2.75732             2.7                         500
     27238       2.7606             2.7                         500
     27258      2.78352             2.7                         500
     27278       2.7048             2.7                         500
     27298      2.72332             2.7                         500
     27318      2.65709             2.7                         500
     27338      2.69294             2.7                         500
     27358      2.75259             2.7                         500
     27378       2.6677             2.7                         500
     27398      2.61503             2.7                         500
     27418      2.82272             2.7                         500
     27438      2.71084             2.7                         500
     27458      2.76265             2.7                         500
     27478      2.80576             2.7                         500
     27498      2.65751             2.7                         500
     27518      2.61558             2.7                         500
     27538      2.67285             2.7                         500
     27558      2.69696             2.7                         500
     27578      2.78863             2.7                         500
     27598      2.62623             2.7                         500
     27618       2.5599             2.7                         500
     27638      2.63591             2.7                         500
     27658      2.63523             2.7                         500
     27678      2.61692             2.7                         500
     27698      2.62319             2.7                         500
     27718      2.74428             2.7                         500
     27738      2.78401             2.7                         500
     27758      2.77479             2.7                         500
     27778      2.70622             2.7                         500
     27798      2.54508             2.7                         500
     27818      2.61366             2.7                         500
     27838      2.77318             2.7                         500
     27858      2.63398             2.7                         500
     27878       2.6246             2.7                         500
     27898      2.61908             2.7                         500
     27918      2.65556             2.7                         500
     27938      2.61736             2.7                         500
     27958      2.65427             2.7                         500
     27978      2.68037             2.7                         500
     27998      2.60738             2.7                         500
     28018      2.66602             2.7                         500
     28038      2.64095             2.7                         500
     28058      2.66734             2.7                         500
     28078      2.72371             2.7                         500
     28098      2.55652             2.7                         500
     28118      2.63752             2.7                         500
     28138      2.73504             2.7                         500
     28158      2.62562             2.7                         500
     28178      2.71755             2.7                         500
     28198      2.75385             2.7                         500
     28218      2.72852             2.7                         500
     28238      2.80326             2.7                         500
     28258      2.65109             2.7                         500
     28278      2.66051             2.7                         500
     28298      2.81311             2.7                         500
     28318      2.64274             2.7                         500
     28338      2.68945             2.7                         500
     28358      2.68863             2.7                         500
     28378      2.72126             2.7                         500
     28398      2.69033             2.7                         500
     28418        2.811             2.7                         500
     28438      2.72913             2.7                         500
     28458      2.76182             2.7                         500
     28478      2.79298             2.7                         500
     28498      2.68564             2.7                         500
     28518      2.62524             2.7                         500
     28538      2.78901             2.7                         500
     28558      2.58735             2.7                         500
     28578      2.75393             2.7                         500
     28598      2.85084             2.7                         500
     28618      2.70958             2.7                         500
     28638      2.62376             2.7                         500
     28658      2.70403             2.7                         500
     28678      2.73038             2.7                         500
     28698      2.73692             2.7                         500
     28718      2.59104             2.7                         500
     28738       2.7318             2.7                         500
     28758      2.56453             2.7                         500
     28778      2.59307             2.7                         500
     28798      2.76239             2.7                         500
     28818      2.69808             2.7                         500
     28838      2.64594             2.7                         500
     28858      2.66613             2.7                         500
     28878       2.6338             2.7                         500
     28898      2.53897             2.7                         500
     28918      2.76575             2.7                         500
     28938      2.72478             2.7                         500
     28958      2.72012             2.7                         500
     28978       2.7805             2.7                         500
     28998      2.69446             2.7                         500
     29018      2.72903             2.7                         500
     29038      2.69691             2.7                         500
     29058       2.6006             2.7                         500
     29078      2.76068             2.7                         500
     29098      2.73003             2.7                         500
     29118      2.79691             2.7                         500
