18.0000 4.53943
38.0000 4.67788
58.0000 4.52155
78.0000 4.56387
98.0000 4.51108
118.0000 4.55964
138.0000 4.4362
158.0000 4.58578
178.0000 4.58868
198.0000 4.41117
218.0000 4.59563
238.0000 4.46336
258.0000 4.34204
278.0000 4.43301
298.0000 4.61021
318.0000 4.46431
338.0000 4.47506
358.0000 4.47825
378.0000 4.55434
398.0000 4.63158
418.0000 4.47461
438.0000 4.57187
458.0000 4.44796
478.0000 4.52297
498.0000 4.56593
518.0000 4.50202
538.0000 4.55274
558.0000 4.49941
578.0000 4.44559
598.0000 4.53614
618.0000 4.46326
638.0000 4.6671
658.0000 4.37919
678.0000 4.5518
698.0000 4.54244
718.0000 4.52916
738.0000 4.45269
758.0000 4.47305
778.0000 4.50906
798.0000 4.51589
818.0000 4.45232
838.0000 4.47368
858.0000 4.5
878.0000 4.50484
898.0000 4.53702
918.0000 4.55103
938.0000 4.42541
958.0000 4.48386
978.0000 4.51898
998.0000 4.44608
1018.0000 4.49347
1038.0000 4.4185
1058.0000 4.58564
1078.0000 4.5499
1098.0000 4.46163
1118.0000 4.45025
1138.0000 4.47657
1158.0000 4.56485
1178.0000 4.49859
1198.0000 4.53661
1218.0000 4.51444
1238.0000 4.44683
1258.0000 4.56841
1278.0000 4.62461
1298.0000 4.42194
1318.0000 4.5079
1338.0000 4.62073
1358.0000 4.53592
1378.0000 4.47503
1398.0000 4.51906
1418.0000 4.55676
1438.0000 4.48592
1458.0000 4.49929
1478.0000 4.39115
1498.0000 4.55191
1518.0000 4.5961
1538.0000 4.50847
1558.0000 4.52937
1578.0000 4.60595
1598.0000 4.4923
1618.0000 4.43267
1638.0000 4.60999
1658.0000 4.66503
1678.0000 4.40985
1698.0000 4.45085
1718.0000 4.50605
1738.0000 4.32851
1758.0000 4.48218
1778.0000 4.51238
1798.0000 4.54631
1818.0000 4.51159
1838.0000 4.5567
1858.0000 4.47898
1878.0000 4.47854
1898.0000 4.44904
1918.0000 4.55577
1938.0000 4.45652
1958.0000 4.64551
1978.0000 4.38767
1998.0000 4.4537
2018.0000 4.4627
2038.0000 4.42989
2058.0000 4.47461
2078.0000 4.59567
2098.0000 4.48254
2118.0000 4.43467
2138.0000 4.41774
2158.0000 4.43847
2178.0000 4.50699
2198.0000 4.50475
2218.0000 4.37935
2238.0000 4.50589
2258.0000 4.58809
2278.0000 4.50085
2298.0000 4.49054
2318.0000 4.55869
2338.0000 4.46203
2358.0000 4.49781
2378.0000 4.56568
2398.0000 4.5467
2418.0000 4.42983
2438.0000 4.53222
2458.0000 4.46463
2478.0000 4.42377
2498.0000 4.59418
2518.0000 4.46239
2538.0000 4.60027
2558.0000 4.54775
2578.0000 4.30839
2598.0000 4.66783
2618.0000 4.5569
2638.0000 4.37435
2658.0000 4.50999
2678.0000 4.63658
2698.0000 4.53827
2718.0000 4.49624
2738.0000 4.45676
2758.0000 4.58565
2778.0000 4.5493
2798.0000 4.40964
2818.0000 4.48214
2838.0000 4.52172
2858.0000 4.37583
2878.0000 4.53282
2898.0000 4.51469
2918.0000 4.49313
2938.0000 4.41305
2958.0000 4.51516
2978.0000 4.54913
2998.0000 4.42955
3018.0000 4.49552
3038.0000 4.53079
3058.0000 4.48612
3078.0000 4.53775
3098.0000 4.41833
3118.0000 4.47209
3138.0000 4.48227
3158.0000 4.46836
3178.0000 4.59029
3198.0000 4.48611
3218.0000 4.51698
3238.0000 4.5636
3258.0000 4.50601
3278.0000 4.45569
3298.0000 4.57725
3318.0000 4.44467
3338.0000 4.46536
3358.0000 4.45734
3378.0000 4.38565
3398.0000 4.44147
3418.0000 4.47664
3438.0000 4.4837
3458.0000 4.52628
3478.0000 4.54516
3498.0000 4.55395
3518.0000 4.51744
3538.0000 4.61514
3558.0000 4.52659
3578.0000 4.49686
3598.0000 4.41989
3618.0000 4.46032
3638.0000 4.43649
3658.0000 4.4948
3678.0000 4.4922
3698.0000 4.49805
3718.0000 4.51893
3738.0000 4.45188
3758.0000 4.49156
3778.0000 4.55795
3798.0000 4.53336
3818.0000 4.55998
3838.0000 4.5058
3858.0000 4.31728
3878.0000 4.6323
3898.0000 4.53251
3918.0000 4.50082
3938.0000 4.60798
3958.0000 4.56013
3978.0000 4.47851
3998.0000 4.4158
4018.0000 4.52093
4038.0000 4.36615
4058.0000 4.60162
4078.0000 4.46956
4098.0000 4.50259
4118.0000 4.41764
4138.0000 4.5901
4158.0000 4.31284
4178.0000 4.44532
4198.0000 4.40139
4218.0000 4.51407
4238.0000 4.42385
4258.0000 4.50731
4278.0000 4.48964
4298.0000 4.47508
4318.0000 4.48661
4338.0000 4.59047
4358.0000 4.42819
4378.0000 4.51673
4398.0000 4.44317
4418.0000 4.57094
4438.0000 4.49009
4458.0000 4.44184
4478.0000 4.57281
4498.0000 4.46082
4518.0000 4.43874
4538.0000 4.56001
4558.0000 4.50464
4578.0000 4.66253
4598.0000 4.29966
4618.0000 4.49342
4638.0000 4.55346
4658.0000 4.55026
4678.0000 4.40974
4698.0000 4.54743
4718.0000 4.61751
